window_open_time,decision,final_decision,confidence,score,model_prob,rsi,ma_signal,volume_signal,actual_direction,window_open,window_close,correct,skipped,fee_eroded,edge_pct
1785875060788,SKIP,SKIP,,-0.25,0.4625,38.30160844818359,-1,0,DOWN,99745.12665110307,99661.61830718229,,True,False,0.0
1785875960788,SKIP,SKIP,,0.15000000000000002,0.5225,24.246114447886328,-1,0,UP,99661.61830718229,99706.35946507125,,True,False,0.0
1785876860788,SKIP,SKIP,,0.25,0.5375,46.959475031858176,1,0,DOWN,99706.35946507125,99562.15700933206,,True,False,0.0
1785877760788,SKIP,SKIP,,0.15000000000000002,0.5225,23.989069799827234,-1,0,DOWN,99562.15700933206,99479.01486874615,,True,False,0.0
1785878660788,SKIP,SKIP,,0.15000000000000002,0.5225,24.017422872659466,-1,0,DOWN,99479.01486874615,99425.55960606363,,True,False,0.0
1785879560788,SKIP,SKIP,,-0.25,0.4625,30.042669251524586,-1,0,DOWN,99425.55960606363,99407.98759975044,,True,False,0.0
1785880460788,SKIP,SKIP,,-0.25,0.4625,41.89426421675243,-1,0,UP,99407.98759975044,99522.05798430764,,True,False,0.0
1785881360788,SKIP,SKIP,,-0.15000000000000002,0.4775,74.6679223557465,1,0,DOWN,99522.05798430764,99401.92749717098,,True,False,0.0
1785882260788,SKIP,SKIP,,-0.25,0.4625,37.11676023629575,-1,0,UP,99401.92749717098,99407.62127253643,,True,False,0.0
1785883160788,SKIP,SKIP,,0.25,0.5375,44.711604065613045,1,0,UP,99407.62127253643,99444.58710008125,,True,False,0.0
1785884060788,SKIP,SKIP,,0.25,0.5375,51.11035173171413,1,0,DOWN,99444.58710008125,99263.16726516925,,True,False,0.0
1785884960788,SKIP,SKIP,,0.15000000000000002,0.5225,20.850046771139773,-1,0,UP,99263.16726516925,99306.18520592983,,True,False,0.0
1785885860788,SKIP,SKIP,,0.25,0.5375,41.16787181446,1,0,DOWN,99306.18520592983,99174.39485540474,,True,False,0.0
1785886760788,SKIP,SKIP,,0.15000000000000002,0.5225,19.153616317986405,-1,0,DOWN,99174.39485540474,99000.41549259886,,True,False,0.0
1785887660788,SKIP,SKIP,,0.15000000000000002,0.5225,19.95206973032215,-1,0,UP,99000.41549259886,99179.96970750019,,True,False,0.0
1785888560788,SKIP,SKIP,,-0.15000000000000002,0.4775,71.89838070829991,1,0,UP,99179.96970750019,99366.22252073,,True,False,0.0
1785889460788,SKIP,SKIP,,-0.15000000000000002,0.4775,89.45336879821339,1,0,UP,99366.22252073,99489.58145997659,,True,False,0.0
1785890360788,SKIP,SKIP,,-0.15000000000000002,0.4775,88.35472764735174,1,0,DOWN,99489.58145997659,99411.42696764594,,True,False,0.0
1785891260788,SKIP,SKIP,,-0.25,0.4625,43.42120791740273,-1,0,DOWN,99411.42696764594,99250.49581324849,,True,False,0.0
1785892160788,SKIP,SKIP,,0.15000000000000002,0.5225,17.954253432125796,-1,0,UP,99250.49581324849,99324.18902385335,,True,False,0.0
1785893060788,SKIP,SKIP,,0.25,0.5375,52.72626273939945,1,0,DOWN,99324.18902385335,99300.25002134919,,True,False,0.0
1785893960788,SKIP,SKIP,,-0.25,0.4625,41.02214316134412,-1,0,DOWN,99300.25002134919,99149.0653152871,,True,False,0.0
1785894860788,SKIP,SKIP,,0.15000000000000002,0.5225,11.335864485038655,-1,0,DOWN,99149.0653152871,99147.1360793316,,True,False,0.0
1785895760788,SKIP,SKIP,,0.15000000000000002,0.5225,27.75523583386631,-1,0,DOWN,99147.1360793316,98960.89148777768,,True,False,0.0
1785896660788,SKIP,SKIP,,0.15000000000000002,0.5225,18.960041650141434,-1,0,UP,98960.89148777768,99124.6196486092,,True,False,0.0
1785897560788,SKIP,SKIP,,0.25,0.5375,66.92503407491563,1,0,DOWN,99124.6196486092,99028.1316412492,,True,False,0.0
1785898460788,SKIP,SKIP,,-0.25,0.4625,40.86114976089815,-1,0,UP,99028.1316412492,99093.1405549908,,True,False,0.0
1785899360788,SKIP,SKIP,,0.25,0.5375,62.26316113774793,1,0,DOWN,99093.1405549908,99017.82498542656,,True,False,0.0
1785900260788,SKIP,SKIP,,-0.25,0.4625,38.05393456682794,-1,0,UP,99017.82498542656,99025.85219389768,,True,False,0.0
1785901160788,SKIP,SKIP,,0.25,0.5375,48.99137313896287,1,0,UP,99025.85219389768,99044.53630563499,,True,False,0.0
1785902060788,SKIP,SKIP,,0.25,0.5375,46.783143688622815,1,0,DOWN,99044.53630563499,98918.4780878452,,True,False,0.0
1785902960788,SKIP,SKIP,,0.15000000000000002,0.5225,25.449859090521585,-1,0,UP,98918.4780878452,99106.31193895102,,True,False,0.0
1785903860788,SKIP,SKIP,,-0.15000000000000002,0.4775,75.5596372705118,1,0,UP,99106.31193895102,99216.36506829548,,True,False,0.0
1785904760788,SKIP,SKIP,,-0.15000000000000002,0.4775,81.22449601331742,1,0,UP,99216.36506829548,99392.16464492115,,True,False,0.0
1785905660788,SKIP,SKIP,,-0.15000000000000002,0.4775,94.01526935884972,1,0,UP,99392.16464492115,99550.09558509222,,True,False,0.0
1785906560788,SKIP,SKIP,,-0.15000000000000002,0.4775,93.22571611263565,1,0,UP,99550.09558509222,99589.25557661665,,True,False,0.0
1785907460788,SKIP,SKIP,,-0.15000000000000002,0.4775,87.21094467359677,1,0,UP,99589.25557661665,99758.0052706259,,True,False,0.0
1785908360788,SKIP,SKIP,,-0.15000000000000002,0.4775,86.85989556237911,1,0,DOWN,99758.0052706259,99593.40227144667,,True,False,0.0
1785909260788,SKIP,SKIP,,0.15000000000000002,0.5225,29.591366489681533,-1,0,DOWN,99593.40227144667,99471.79541641433,,True,False,0.0
1785910160788,SKIP,SKIP,,0.15000000000000002,0.5225,17.63588259776138,-1,0,DOWN,99471.79541641433,99289.88633197855,,True,False,0.0
1785911060788,SKIP,SKIP,,0.15000000000000002,0.5225,13.100303182714356,-1,0,DOWN,99289.88633197855,99220.01846428386,,True,False,0.0
1785911960788,SKIP,SKIP,,0.15000000000000002,0.5225,19.466044632981152,-1,0,DOWN,99220.01846428386,99175.48938015965,,True,False,0.0
1785912860788,SKIP,SKIP,,0.15000000000000002,0.5225,23.414607936660005,-1,0,DOWN,99175.48938015965,99084.02899286921,,True,False,0.0
1785913760788,SKIP,SKIP,,0.15000000000000002,0.5225,22.851434624873093,-1,0,UP,99084.02899286921,99215.52399652998,,True,False,0.0
1785914660788,SKIP,SKIP,,0.25,0.5375,65.9036270093089,1,0,DOWN,99215.52399652998,99158.22532720742,,True,False,0.0
1785915560788,SKIP,SKIP,,-0.25,0.4625,44.44054940552514,-1,0,DOWN,99158.22532720742,99070.59913108237,,True,False,0.0
1785916460788,SKIP,SKIP,,0.15000000000000002,0.5225,25.85559367291222,-1,0,UP,99070.59913108237,99087.67756434568,,True,False,0.0
1785917360788,SKIP,SKIP,,0.25,0.5375,41.067061772747685,1,0,DOWN,99087.67756434568,98944.04725433559,,True,False,0.0
1785918260788,SKIP,SKIP,,0.15000000000000002,0.5225,19.87126956624219,-1,0,UP,98944.04725433559,99064.9260466372,,True,False,0.0
1785919160788,SKIP,SKIP,,0.25,0.5375,56.44209399613079,1,0,DOWN,99064.9260466372,98894.74630410911,,True,False,0.0
1785920060788,SKIP,SKIP,,0.15000000000000002,0.5225,27.011334985851335,-1,0,UP,98894.74630410911,99089.50107874932,,True,False,0.0
1785920960788,SKIP,SKIP,,-0.15000000000000002,0.4775,73.76527805872605,1,0,UP,99089.50107874932,99198.39898646799,,True,False,0.0
1785921860788,SKIP,SKIP,,-0.15000000000000002,0.4775,70.27233822485476,1,0,DOWN,99198.39898646799,99077.88525908165,,True,False,0.0
1785922760788,SKIP,SKIP,,-0.25,0.4625,31.196672922098102,-1,0,DOWN,99077.88525908165,98880.0941059311,,True,False,0.0
1785923660788,SKIP,SKIP,,0.15000000000000002,0.5225,16.696095716385287,-1,0,UP,98880.0941059311,99006.27867731304,,True,False,0.0
1785924560788,SKIP,SKIP,,0.25,0.5375,61.89166415011163,1,0,UP,99006.27867731304,99089.02161485208,,True,False,0.0
1785925460788,SKIP,SKIP,,-0.15000000000000002,0.4775,73.4969328170905,1,0,UP,99089.02161485208,99180.62448206848,,True,False,0.0
1785926360788,SKIP,SKIP,,-0.15000000000000002,0.4775,80.91283590118466,1,0,UP,99180.62448206848,99289.13262074286,,True,False,0.0
1785927260788,SKIP,SKIP,,-0.15000000000000002,0.4775,76.29683901246709,1,0,DOWN,99289.13262074286,99118.7504814365,,True,False,0.0
1785928160788,SKIP,SKIP,,0.15000000000000002,0.5225,29.87166483247087,-1,0,DOWN,99118.7504814365,99062.13677285421,,True,False,0.0
1785929060788,SKIP,SKIP,,0.15000000000000002,0.5225,27.732208528145534,-1,0,DOWN,99062.13677285421,98908.48439666427,,True,False,0.0
1785929960788,SKIP,SKIP,,0.15000000000000002,0.5225,26.666964561715204,-1,0,UP,98908.48439666427,99053.7257670145,,True,False,0.0
1785930860788,SKIP,SKIP,,0.25,0.5375,65.10998532652042,1,0,UP,99053.7257670145,99103.04501774552,,True,False,0.0
1785931760788,SKIP,SKIP,,0.25,0.5375,68.76586674006606,1,0,DOWN,99103.04501774552,99035.40422768658,,True,False,0.0
1785932660788,SKIP,SKIP,,-0.25,0.4625,30.923239691892704,-1,0,DOWN,99035.40422768658,98860.827567801,,True,False,0.0
1785933560788,SKIP,SKIP,,0.15000000000000002,0.5225,7.234751955487042,-1,0,DOWN,98860.827567801,98785.22049648727,,True,False,0.0
1785934460788,SKIP,SKIP,,0.15000000000000002,0.5225,16.026429376565986,-1,0,DOWN,98785.22049648727,98715.29382529797,,True,False,0.0
1785935360788,SKIP,SKIP,,-0.25,0.4625,30.42874017101414,-1,0,UP,98715.29382529797,98807.1362966332,,True,False,0.0
1785936260788,SKIP,SKIP,,0.25,0.5375,67.72793715296946,1,0,UP,98807.1362966332,98862.15928517528,,True,False,0.0
1785937160788,SKIP,SKIP,,-0.15000000000000002,0.4775,71.18412052813682,1,0,UP,98862.15928517528,99017.04438220582,,True,False,0.0
1785938060788,SKIP,SKIP,,-0.15000000000000002,0.4775,86.42522922005001,1,0,DOWN,99017.04438220582,99005.93035227059,,True,False,0.0
1785938960788,SKIP,SKIP,,-0.25,0.4625,56.599147442399044,-1,0,DOWN,99005.93035227059,98853.76805064591,,True,False,0.0
1785939860788,SKIP,SKIP,,0.15000000000000002,0.5225,28.633110260609158,-1,0,UP,98853.76805064591,98939.06596553512,,True,False,0.0
1785940760788,SKIP,SKIP,,0.25,0.5375,65.66751587261035,1,0,UP,98939.06596553512,99043.37998498188,,True,False,0.0
1785941660788,SKIP,SKIP,,-0.15000000000000002,0.4775,76.66666389992274,1,0,UP,99043.37998498188,99067.89086400968,,True,False,0.0
1785942560788,SKIP,SKIP,,-0.15000000000000002,0.4775,71.10533380231507,1,0,UP,99067.89086400968,99176.2777359915,,True,False,0.0
1785943460788,SKIP,SKIP,,-0.15000000000000002,0.4775,77.85048567716315,1,0,DOWN,99176.2777359915,99173.79597453726,,True,False,0.0
1785944360788,SKIP,SKIP,,-0.25,0.4625,62.395916109295015,-1,0,UP,99173.79597453726,99182.88910629007,,True,False,0.0
1785945260788,SKIP,SKIP,,0.25,0.5375,57.72822211469578,1,0,DOWN,99182.88910629007,99153.90551363348,,True,False,0.0
1785946160788,SKIP,SKIP,,-0.25,0.4625,38.06805294793169,-1,0,DOWN,99153.90551363348,98964.07316433112,,True,False,0.0
1785947060788,SKIP,SKIP,,0.15000000000000002,0.5225,8.823931472461041,-1,0,DOWN,98964.07316433112,98807.22973512844,,True,False,0.0
1785947960788,SKIP,SKIP,,0.15000000000000002,0.5225,5.7816699645412655,-1,0,DOWN,98807.22973512844,98619.80140940312,,True,False,0.0
1785948860788,SKIP,SKIP,,0.15000000000000002,0.5225,3.8365163887076363,-1,0,UP,98619.80140940312,98674.36557390864,,True,False,0.0
1785949760788,SKIP,SKIP,,0.25,0.5375,43.16503391101793,1,0,DOWN,98674.36557390864,98600.10796633917,,True,False,0.0
1785950660788,SKIP,SKIP,,0.15000000000000002,0.5225,25.754170483191587,-1,0,UP,98600.10796633917,98603.53624280506,,True,False,0.0
1785951560788,SKIP,SKIP,,0.25,0.5375,43.0059865003796,1,0,UP,98603.53624280506,98766.5628323755,,True,False,0.0
1785952460788,SKIP,SKIP,,-0.15000000000000002,0.4775,77.04973171293611,1,0,DOWN,98766.5628323755,98666.27972403505,,True,False,0.0
1785953360788,SKIP,SKIP,,-0.25,0.4625,36.3757725813009,-1,0,DOWN,98666.27972403505,98630.4328932493,,True,False,0.0
1785954260788,SKIP,SKIP,,-0.25,0.4625,43.919679991115075,-1,0,UP,98630.4328932493,98732.65334866651,,True,False,0.0
1785955160788,SKIP,SKIP,,0.25,0.5375,61.26186566665081,1,0,DOWN,98732.65334866651,98624.17261486316,,True,False,0.0
1785956060788,SKIP,SKIP,,0.15000000000000002,0.5225,24.984073543339534,-1,0,DOWN,98624.17261486316,98454.96457879468,,True,False,0.0
1785956960788,SKIP,SKIP,,0.15000000000000002,0.5225,8.539543295294223,-1,0,DOWN,98454.96457879468,98370.86515996019,,True,False,0.0
1785957860788,SKIP,SKIP,,0.15000000000000002,0.5225,13.266184812286298,-1,0,DOWN,98370.86515996019,98235.35367486179,,True,False,0.0
1785958760788,SKIP,SKIP,,0.15000000000000002,0.5225,21.563939751541724,-1,0,UP,98235.35367486179,98407.23273579883,,True,False,0.0
1785959660788,SKIP,SKIP,,-0.15000000000000002,0.4775,72.95118984953497,1,0,UP,98407.23273579883,98530.4808876246,,True,False,0.0
1785960560788,SKIP,SKIP,,-0.15000000000000002,0.4775,88.63961214042959,1,0,UP,98530.4808876246,98583.84239022876,,True,False,0.0
1785961460788,SKIP,SKIP,,-0.15000000000000002,0.4775,74.7023895975254,1,0,UP,98583.84239022876,98732.42662630384,,True,False,0.0
1785962360788,SKIP,SKIP,,-0.15000000000000002,0.4775,88.97699079364163,1,0,UP,98732.42662630384,98853.8954570635,,True,False,0.0
1785963260788,SKIP,SKIP,,-0.15000000000000002,0.4775,91.86637976116043,1,0,DOWN,98853.8954570635,98728.5234806179,,True,False,0.0
1785964160788,SKIP,SKIP,,-0.25,0.4625,37.39018804031134,-1,0,UP,98728.5234806179,98885.5470800139,,True,False,0.0
1785965060788,SKIP,SKIP,,-0.15000000000000002,0.4775,74.71391229986938,1,0,UP,98885.5470800139,98901.28397678016,,True,False,0.0
1785965960788,SKIP,SKIP,,0.25,0.5375,66.83341754408232,1,0,UP,98901.28397678016,99024.2600388458,,True,False,0.0
1785966860788,SKIP,SKIP,,-0.15000000000000002,0.4775,90.57953696443242,1,0,UP,99024.2600388458,99182.6965588152,,True,False,0.0
1785967760788,SKIP,SKIP,,-0.15000000000000002,0.4775,89.01690164603892,1,0,DOWN,99182.6965588152,99109.89794880393,,True,False,0.0
1785968660788,SKIP,SKIP,,-0.25,0.4625,46.25170623564978,-1,0,DOWN,99109.89794880393,98953.91871861501,,True,False,0.0
1785969560788,SKIP,SKIP,,0.15000000000000002,0.5225,17.775811696665087,-1,0,DOWN,98953.91871861501,98845.09278363179,,True,False,0.0
1785970460788,SKIP,SKIP,,0.15000000000000002,0.5225,12.397789308341814,-1,0,DOWN,98845.09278363179,98815.9358990823,,True,False,0.0
1785971360788,SKIP,SKIP,,-0.25,0.4625,38.00200482579928,-1,0,UP,98815.9358990823,98943.14180545129,,True,False,0.0
1785972260788,SKIP,SKIP,,-0.15000000000000002,0.4775,74.8203479756965,1,0,UP,98943.14180545129,99087.43403875383,,True,False,0.0
1785973160788,SKIP,SKIP,,-0.15000000000000002,0.4775,78.05868264604003,1,0,DOWN,99087.43403875383,98890.21489096631,,True,False,0.0
1785974060788,SKIP,SKIP,,0.15000000000000002,0.5225,29.29926415915908,-1,0,UP,98890.21489096631,98894.51381199734,,True,False,0.0
1785974960788,SKIP,SKIP,,0.25,0.5375,42.50292663182188,1,0,DOWN,98894.51381199734,98861.47821325685,,True,False,0.0
1785975860788,SKIP,SKIP,,-0.25,0.4625,36.64186906312999,-1,0,DOWN,98861.47821325685,98750.32133744514,,True,False,0.0
1785976760788,SKIP,SKIP,,0.15000000000000002,0.5225,16.4536415079843,-1,0,DOWN,98750.32133744514,98598.26748437862,,True,False,0.0
1785977660788,SKIP,SKIP,,0.15000000000000002,0.5225,10.119426781996864,-1,0,DOWN,98598.26748437862,98533.31355294008,,True,False,0.0
1785978560788,SKIP,SKIP,,0.15000000000000002,0.5225,29.077445240859944,-1,0,UP,98533.31355294008,98710.47743450508,,True,False,0.0
1785979460788,SKIP,SKIP,,-0.15000000000000002,0.4775,75.89310418692021,1,0,DOWN,98710.47743450508,98639.75860731339,,True,False,0.0
1785980360788,SKIP,SKIP,,-0.25,0.4625,43.25414233130375,-1,0,UP,98639.75860731339,98647.27485601073,,True,False,0.0
1785981260788,SKIP,SKIP,,-0.25,0.4625,50.737458286042056,-1,0,UP,98647.27485601073,98728.4824395688,,True,False,0.0
1785982160788,SKIP,SKIP,,-0.15000000000000002,0.4775,73.58923632387962,1,0,DOWN,98728.4824395688,98673.93428052052,,True,False,0.0
1785983060788,SKIP,SKIP,,-0.25,0.4625,52.11131320534647,-1,0,UP,98673.93428052052,98862.64711360891,,True,False,0.0
1785983960788,SKIP,SKIP,,-0.15000000000000002,0.4775,82.92036641854814,1,0,UP,98862.64711360891,99047.62603158575,,True,False,0.0
1785984860788,SKIP,SKIP,,-0.15000000000000002,0.4775,87.82407861482545,1,0,DOWN,99047.62603158575,98948.3389499159,,True,False,0.0
1785985760788,SKIP,SKIP,,-0.25,0.4625,46.818891677826464,-1,0,DOWN,98948.3389499159,98947.23835227285,,True,False,0.0
1785986660788,SKIP,SKIP,,-0.25,0.4625,45.44963960093606,-1,0,DOWN,98947.23835227285,98867.58967619955,,True,False,0.0
1785987560788,SKIP,SKIP,,0.15000000000000002,0.5225,24.113933046573692,-1,0,DOWN,98867.58967619955,98781.52587395054,,True,False,0.0
1785988460788,SKIP,SKIP,,0.15000000000000002,0.5225,18.248664559555706,-1,0,DOWN,98781.52587395054,98596.28065289235,,True,False,0.0
1785989360788,SKIP,SKIP,,0.15000000000000002,0.5225,10.727854357643125,-1,0,UP,98596.28065289235,98640.10638648432,,True,False,0.0
1785990260788,SKIP,SKIP,,0.25,0.5375,44.21889766438539,1,0,UP,98640.10638648432,98641.17799577586,,True,False,0.0
1785991160788,SKIP,SKIP,,-0.25,0.4625,45.809228099097126,-1,0,DOWN,98641.17799577586,98461.76949627585,,True,False,0.0
1785992060788,SKIP,SKIP,,0.15000000000000002,0.5225,14.188436613962608,-1,0,DOWN,98461.76949627585,98373.2280819705,,True,False,0.0
1785992960788,SKIP,SKIP,,0.15000000000000002,0.5225,20.71548275094868,-1,0,UP,98373.2280819705,98536.53443635716,,True,False,0.0
1785993860788,SKIP,SKIP,,0.25,0.5375,66.38249739870776,1,0,DOWN,98536.53443635716,98432.35919262395,,True,False,0.0
1785994760788,SKIP,SKIP,,-0.25,0.4625,33.319550190595706,-1,0,DOWN,98432.35919262395,98290.31714146043,,True,False,0.0
1785995660788,SKIP,SKIP,,0.15000000000000002,0.5225,20.349510637706913,-1,0,DOWN,98290.31714146043,98286.09824557145,,True,False,0.0
1785996560788,SKIP,SKIP,,0.25,0.5375,44.16133127324505,1,0,UP,98286.09824557145,98480.3584272157,,True,False,0.0
1785997460788,SKIP,SKIP,,-0.15000000000000002,0.4775,84.30716096356973,1,0,DOWN,98480.3584272157,98377.1805358203,,True,False,0.0
1785998360788,SKIP,SKIP,,-0.25,0.4625,45.13416960041631,-1,0,UP,98377.1805358203,98446.03475478265,,True,False,0.0
1785999260788,SKIP,SKIP,,0.25,0.5375,67.06199071266718,1,0,UP,98446.03475478265,98550.68260091414,,True,False,0.0
1786000160788,SKIP,SKIP,,-0.15000000000000002,0.4775,79.03441918202589,1,0,DOWN,98550.68260091414,98445.73761851109,,True,False,0.0
1786001060788,SKIP,SKIP,,-0.25,0.4625,40.65110269845193,-1,0,UP,98445.73761851109,98537.02415795584,,True,False,0.0
1786001960788,SKIP,SKIP,,0.25,0.5375,58.09732969250588,1,0,DOWN,98537.02415795584,98484.13741104354,,True,False,0.0
1786002860788,SKIP,SKIP,,-0.25,0.4625,44.26991761119671,-1,0,UP,98484.13741104354,98537.05974328097,,True,False,0.0
1786003760788,SKIP,SKIP,,0.25,0.5375,66.43985013837852,1,0,UP,98537.05974328097,98590.47162758533,,True,False,0.0
1786004660788,SKIP,SKIP,,0.25,0.5375,67.45647100768545,1,0,UP,98590.47162758533,98604.78150121523,,True,False,0.0
1786005560788,SKIP,SKIP,,0.25,0.5375,55.00285137142939,1,0,DOWN,98604.78150121523,98440.89740923699,,True,False,0.0
1786006460788,SKIP,SKIP,,0.15000000000000002,0.5225,22.76475023927108,-1,0,UP,98440.89740923699,98575.01840747269,,True,False,0.0
1786007360788,SKIP,SKIP,,0.25,0.5375,64.39672558161871,1,0,DOWN,98575.01840747269,98503.33043346138,,True,False,0.0
1786008260788,SKIP,SKIP,,-0.25,0.4625,39.76313733578171,-1,0,DOWN,98503.33043346138,98377.93783762131,,True,False,0.0
1786009160788,SKIP,SKIP,,0.15000000000000002,0.5225,14.14821763139119,-1,0,DOWN,98377.93783762131,98194.24789424322,,True,False,0.0
1786010060788,SKIP,SKIP,,0.15000000000000002,0.5225,4.204836997346419,-1,0,UP,98194.24789424322,98230.60507151851,,True,False,0.0
1786010960788,SKIP,SKIP,,0.25,0.5375,45.28793189846059,1,0,UP,98230.60507151851,98301.63081625542,,True,False,0.0
1786011860788,SKIP,SKIP,,0.25,0.5375,53.45393278613243,1,0,DOWN,98301.63081625542,98108.26594782656,,True,False,0.0
1786012760788,SKIP,SKIP,,0.15000000000000002,0.5225,22.686853404746216,-1,0,UP,98108.26594782656,98113.10317114627,,True,False,0.0
1786013660788,SKIP,SKIP,,-0.25,0.4625,34.18474971633624,-1,0,DOWN,98113.10317114627,98003.70148122545,,True,False,0.0
1786014560788,SKIP,SKIP,,0.15000000000000002,0.5225,21.143908614383378,-1,0,UP,98003.70148122545,98061.77059738923,,True,False,0.0
1786015460788,SKIP,SKIP,,0.25,0.5375,52.133814935173156,1,0,DOWN,98061.77059738923,97931.51716899122,,True,False,0.0
1786016360788,SKIP,SKIP,,0.15000000000000002,0.5225,21.994950498311482,-1,0,UP,97931.51716899122,98007.89226423221,,True,False,0.0
1786017260788,SKIP,SKIP,,0.25,0.5375,54.13102062536323,1,0,DOWN,98007.89226423221,97962.58640275242,,True,False,0.0
1786018160788,SKIP,SKIP,,-0.25,0.4625,44.106124663324806,-1,0,UP,97962.58640275242,98137.27839824712,,True,False,0.0
1786019060788,SKIP,SKIP,,-0.15000000000000002,0.4775,75.14634353552765,1,0,DOWN,98137.27839824712,97992.28677590551,,True,False,0.0
1786019960788,SKIP,SKIP,,0.15000000000000002,0.5225,29.807646807682275,-1,0,DOWN,97992.28677590551,97928.71331632561,,True,False,0.0
1786020860788,SKIP,SKIP,,0.15000000000000002,0.5225,21.6259143362513,-1,0,DOWN,97928.71331632561,97774.10272482185,,True,False,0.0
1786021760788,SKIP,SKIP,,0.15000000000000002,0.5225,24.443638474341057,-1,0,UP,97774.10272482185,97943.98017213328,,True,False,0.0
1786022660788,SKIP,SKIP,,-0.15000000000000002,0.4775,74.21552382194216,1,0,UP,97943.98017213328,98094.91591348567,,True,False,0.0
1786023560788,SKIP,SKIP,,-0.15000000000000002,0.4775,85.65814593957012,1,0,DOWN,98094.91591348567,97998.09256457174,,True,False,0.0
1786024460788,SKIP,SKIP,,-0.25,0.4625,45.05348935886501,-1,0,UP,97998.09256457174,98062.08618298541,,True,False,0.0
1786025360788,SKIP,SKIP,,0.25,0.5375,67.98008259550252,1,0,UP,98062.08618298541,98188.9750630659,,True,False,0.0
1786026260788,SKIP,SKIP,,-0.15000000000000002,0.4775,85.28147509306268,1,0,UP,98188.9750630659,98211.05538770568,,True,False,0.0
1786027160788,SKIP,SKIP,,0.25,0.5375,66.18890153247722,1,0,UP,98211.05538770568,98222.91561904809,,True,False,0.0
1786028060788,SKIP,SKIP,,0.25,0.5375,55.57013003199665,1,0,DOWN,98222.91561904809,98119.65653540827,,True,False,0.0
1786028960788,SKIP,SKIP,,0.15000000000000002,0.5225,21.20944158541576,-1,0,DOWN,98119.65653540827,97956.89764253063,,True,False,0.0
1786029860788,SKIP,SKIP,,0.15000000000000002,0.5225,18.508347504526313,-1,0,UP,97956.89764253063,98115.78394571196,,True,False,0.0
1786030760788,SKIP,SKIP,,0.25,0.5375,68.88423202299464,1,0,UP,98115.78394571196,98275.95116857729,,True,False,0.0
1786031660788,SKIP,SKIP,,-0.15000000000000002,0.4775,89.78782155825917,1,0,UP,98275.95116857729,98329.19175148659,,True,False,0.0
1786032560788,SKIP,SKIP,,-0.15000000000000002,0.4775,71.24729388666775,1,0,DOWN,98329.19175148659,98264.80366790608,,True,False,0.0
